Category code;Overture Taxonomy;Meta Taxonomy;MSFT Taxonomy
youth_organizations;[public_service_and_government,organization,social_service_organizations,youth_organizations];[youth_organization,community_organization];"[Public service & government|Association/Organization|Social service organizations|Youth organizations];[Public service & government|Youth club]"
community_services_non_profits;[public_service_and_government,community_services];"[community_services,community_organization];[non_profit,super_business];[clubhouse,community_organization];[community_organization]";[Public service & government|Community services/non-profits]
disability_services_and_support_organization;[public_service_and_government,community_services,disability_services_and_support_organization];[disability_services,medical_service,medical_health,super_business];[Public service & government|Community services/non-profits|Disability services and support organization]
government_services;[public_service_and_government,government_services];[not_available];[Public service & government|Government services]
social_security_services;[public_service_and_government,government_services,social_security_services];[not_available];[Public service & government|Government services|Social security services]
jail_and_prison;[public_service_and_government,jail_and_prison];[prison_correctional_facility,government_building,super_non_businessplace];[Public service & government|Jail & prison]
juvenile_detention_center;[public_service_and_government,jail_and_prison,juvenile_detention_center];[not_available];[Public service & government|Jail & prison|Juvenile detention center]
post_office;[public_service_and_government,post_office];[post_office,government_building,super_non_businessplace];[Public service & government|Post office]
shipping_collection_services;[public_service_and_government,post_office,shipping_collection_services];[not_available];[Public service & government|Post office|Shipping collection services]
public_toilet;[public_service_and_government,public_toilet];[public_toilet,super_non_businessplace];[not_available]
armed_forces_branch;[public_service_and_government,armed_forces_branch];"[armed_forces,community_organization];[military_base,government_building,super_non_businessplace]";[Public service & government|Armed forces branch]
central_government_office;[public_service_and_government,central_government_office];[government_building,super_non_businessplace];[Public service & government|Central government office]
chambers_of_commerce;[public_service_and_government,chambers_of_commerce];[not_available];[Public service & government|Chambers of commerce]
children_hall;[public_service_and_government,children_hall];[not_available];[Public service & government|Children hall]
civic_center;[public_service_and_government,civic_center];[not_available];[Public service & government|Civic center]
community_center;[public_service_and_government,community_center];[community_center,public_services_government,super_business];[Public service & government|Community center]
courthouse;[public_service_and_government,courthouse];[courthouse,government_building,super_non_businessplace];[Public service & government|Courthouse]
department_of_motor_vehicles;[public_service_and_government,department_of_motor_vehicles];[dmv,public_services_government,super_business];[Public service & government|Department of motor vehicles]
department_of_social_service;[public_service_and_government,department_of_social_service];[not_available];[Public service & government|Department of social service]
embassy;[public_service_and_government,embassy];[consulate_embassy,government_building,super_non_businessplace];[Public service & government|Embassy]
family_service_center;[public_service_and_government,family_service_center];[not_available];[Public service & government|Family service center]
federal_government_offices;[public_service_and_government,federal_government_offices];[not_available];[Public service & government|Federal government offices]
fire_department;[public_service_and_government,fire_department];[fire_station,government_building,super_non_businessplace];[Public service & government|Fire department]
immigration_and_naturalization;[public_service_and_government,immigration_and_naturalization];[not_available];Public service & government|Immigration and naturalization
library;[public_service_and_government,library];[topic_library,public_services_government,super_business];[Public service & government|Library]
local_and_state_government_offices;[public_service_and_government,local_and_state_government_offices];[capitol_building,government_building,super_non_businessplace];[Public service & government|Local & state government offices]
low_income_housing;[public_service_and_government,low_income_housing];[not_available];[Public service & government|Low income housing]
national_security_services;[public_service_and_government,national_security_services];[not_available];[Public service & government|National security services]
office_of_vital_records;[public_service_and_government,office_of_vital_records];[not_available];[Public service & government|Office of vital records]
pension;[public_service_and_government,pension];[not_available];[Public service & government|Pension]
police_department;[public_service_and_government,police_department];[police_station,government_building,super_non_businessplace];[Public service & government|Police department]
political_party_office;[public_service_and_government,political_party_office];[political_party,community_organization];[Public service & government|Political party office]
railway_service;[public_service_and_government,railway_service];[not_available];[Public service & government|Railway service]
registry_office;[public_service_and_government,registry_office];[not_available];[Public service & government|Registry office]
retirement_home;[public_service_and_government,retirement_home];"[retirement_assisted_living_facility,medical_center,medical_health,super_business];[nursing_home,medical_center,medical_health,super_business]";[Public service & government|Retirement home]
scout_hall;[public_service_and_government,scout_hall];[not_available];[Public service & government|Scout hall]
tax_office;[public_service_and_government,tax_office];[not_available];[Public service & government|Tax office]
town_hall;[public_service_and_government,town_hall];"[town_hall,government_building,super_non_businessplace];[city_hall,government_building,super_non_businessplace]";[Public service & government|Town hall]
unemployment_office;[public_service_and_government,unemployment_office];[not_available];[Public service & government|Unemployment office]
weather_station;[public_service_and_government,weather_station];[weather_station,city_infrastructure,super_non_businessplace];[not_available]
religious_organization;[religious_organization];"[religious_center,religion,super_non_businessplace];[religious_organization,community_organization]";[Religious organization]
church_cathedral;[religious_organization,church_cathedral];"[religion,super_non_businessplace];[church,religion,super_non_businessplace];[apostolic_church,church,religion,super_non_businessplace];[charismatic_church,church,religion,super_non_businessplace];[christian_church,church,religion,super_non_businessplace];[christian_science_church,church,religion,super_non_businessplace];[church_of_christ,church,religion,super_non_businessplace];[church_of_god,church,religion,super_non_businessplace];[church_of_jesus_christ_of_latterday_saints,church,religion,super_non_businessplace];[eastern_orthodox_church,congregational_church,church,religion,super_non_businessplace];[full_gospel_church,church,religion,super_non_businessplace];[holiness_church,church,religion,super_non_businessplace];[independent_church,church,religion,super_non_businessplace];[interdenominational_church,church,religion,super_non_businessplace];[lutheran_church,church,religion,super_non_businessplace];[mennonite_church,church,religion,super_non_businessplace];[methodist_church,church,religion,super_non_businessplace];[nazarene_church,church,religion,super_non_businessplace];[nondenominational_church,church,religion,super_non_businessplace];[presbyterian_church,church,religion,super_non_businessplace];[seventh_day_adventist_church,church,religion,super_non_businessplace];[assembly_of_god,religion,super_non_businessplace];[african_methodist_episcopal_church,church,religion,super_non_businessplace];[congregational_church,church,religion,super_non_businessplace];[eastern_orthodox_church,church,religion,super_non_businessplace];[episcopal_church,church,religion,super_non_businessplace]";[Religious organization|Church/cathedral]
anglican_church;[religious_organization,church_cathedral,anglican_church];[anglican_church,church,religion,super_non_businessplace];[Religious organization|Church/cathedral|Anglican church]
baptist_church;[religious_organization,church_cathedral,baptist_church];[baptist_church,church,religion,super_non_businessplace];[Religious organization|Church/cathedral|Baptist church]
catholic_church;[religious_organization,church_cathedral,catholic_church];[catholic_church,church,religion,super_non_businessplace];[Religious organization|Church/cathedral|Catholic church]
episcopal_church;[religious_organization,church_cathedral,episcopal_church];"[african_methodist_episcopal_church,church,religion,super_non_businessplace] ; [episcopal_church,church,religion,super_non_businessplace]";[Religious organization|Church/cathedral|Episcopal church]
evangelical_church;[religious_organization,church_cathedral,evangelical_church];[evangelical_church,church,religion,super_non_businessplace];[Religious organization|Church/cathedral|Evangelical church]
jehovahs_witness_kingdom_hall;[religious_organization,church_cathedral,jehovahs_witness_kingdom_hall];[kingdom_hall,religion,super_non_businessplace];[Religious organization|Church/cathedral|Jehovah's witness kingdom hall]
pentecostal_church;[religious_organization,church_cathedral,pentecostal_church];"[pentecostal_church,church,religion,super_non_businessplace];[assembly_of_god,church,religion,super_non_businessplace]";[Religious organization|Church/cathedral|Pentecostal church]
mission;[religious_organization,mission];[mission,religion,super_non_businessplace];[not_available]
buddhist_temple;[religious_organization,buddhist_temple];[buddhist_temple,religion,super_non_businessplace];[Religious organization|Buddhist temple]
convents_and_monasteries;[religious_organization,convents_and_monasteries];[convent_monastery,religion,super_non_businessplace];[Religious organization|Convents & monasteries]
hindu_temple;[religious_organization,hindu_temple];[hindu_temple,religion,super_non_businessplace];[Religious organization|Hindu temple]
mosque;[religious_organization,mosque];[mosque,religion,super_non_businessplace];[Religious organization|Mosque]
religious_destination;[religious_organization,religious_destination];[not_available];[Religious organization|Religious destination]
shinto_shrines;[religious_organization,shinto_shrines];[not_available];[Religious organization|Shinto shrines]
sikh_temple;[religious_organization,sikh_temple];[sikh_temple,religion,super_non_businessplace];[Religious organization|Sikh temple]
synagogue;[religious_organization,synagogue];[synagogue,religion,super_non_businessplace];[Religious organization|Synagogue]
temple;[religious_organization,temple];[not_available];[Religious organization|Temple]
real_estate;[real_estate];"[real_estate_company,topic_real_estate,super_business];[topic_real_estate,super_business];[real_estate_title_development,topic_real_estate,super_business]";[Real estate]
real_estate_investment;[real_estate,real_estate_investment];[real_estate_investment,topic_real_estate,super_business];[not_available]
builders;[real_estate,builders];[not_available];[Real estate|Builders]
home_developer;[real_estate,builders,home_developer];[real_estate_developer,topic_real_estate,super_business];[Real estate|Builders|Home developer]
apartments;[real_estate,apartments];[not_available];[Real estate|Apartments]
art_space_rental;[real_estate,art_space_rental];[not_available];[Real estate|Art space rental]
commercial_real_estate;[real_estate,commercial_real_estate];[commercial_real_estate,topic_real_estate,super_business];[Real estate|Commercial real estate]
condominium;[real_estate,condominium];[not_available];[Real estate|Condominium]
display_home_center;[real_estate,display_home_center];[not_available];[Real estate|Display home center]
estate_liquidation;[real_estate,estate_liquidation];[not_available];[Real estate|Estate liquidation]
holiday_park;[real_estate,holiday_park];[not_available];[Real estate|Holiday park]
home_staging;[real_estate,home_staging];[home_staging_service,topic_real_estate,super_business];[Real estate|Home staging]
homeowner_association;[real_estate,homeowner_association];[not_available];[Real estate|Homeowner association]
housing_cooperative;[real_estate,housing_cooperative];[not_available];[Real estate|Housing cooperative]
kitchen_incubator;[real_estate,kitchen_incubator];[not_available];[Real estate|Kitchen incubator]
mobile_home_dealer;[real_estate,mobile_home_dealer];[mobile_homes,topic_real_estate,super_business];[Real estate|Mobile home dealer]
mobile_home_park;[real_estate,mobile_home_park];[mobile_home_park,topic_real_estate,super_business];[Real estate|Mobile home park]
mortgage_broker;[real_estate,mortgage_broker];[mortgage_brokers,topic_real_estate,super_business];[Real estate|Mortgage broker]
property_management;[real_estate,property_management];[property_management,topic_real_estate,super_business];[Real estate|Property management]
shared_office_space;[real_estate,shared_office_space];[not_available];[Real estate|Shared office space]
university_housing;[real_estate,university_housing];[not_available];[Real estate|University housing]
real_estate_agent;[real_estate,real_estate_agent];[real_estate_agent,topic_real_estate,super_business];[Real estate|Real estate agent]
apartment_agent;[real_estate,real_estate_agent,apartment_agent];[not_available];[Real estate|Real estate agent|Apartment agent]
real_estate_service;[real_estate,real_estate_service];[real_estate_service,topic_real_estate,super_business];[Real estate|Real estate service]
escrow_services;[real_estate,real_estate_service,escrow_services];[escrow_services,topic_real_estate,super_business];[Real estate|Real estate service|Escrow services]
land_surveying;[real_estate,real_estate_service,land_surveying];[surveyor,science_engineering,super_business];[Real estate|Real estate service|Land surveying]
real_estate_photography;[real_estate,real_estate_service,real_estate_photography];[not_available];[Real estate|Real estate service|Real estate photography]
rental_services;[real_estate,real_estate_service,rental_services];[not_available];[Real estate|Real estate service|Rental services]
travel;[travel];[travel_transportation,super_business];[Travel]
airport;[travel,airport];"[topic_airport,transportation_terminal,travel_transportation,super_business];[airport_gate,transportation_terminal,travel_transportation,super_business]";[Travel|Airport]
airport_terminal;[travel,airport,airport_terminal];[airport_terminal,transportation_terminal,travel_transportation,super_business];[Travel|Airport|Airport terminal]
balloon_ports;[travel,airport,balloon_ports];[balloonport,transportation_terminal,travel_transportation,super_business];[Travel|Airport|Balloon ports]
domestic_airports;[travel,airport,domestic_airports];[not_available];[Travel|Airport|Domestic airports]
gliderports;[travel,airport,gliderports];[not_available];[Travel|Airport|Gliderports]
heliports;[travel,airport,heliports];[heliport,transportation_terminal,travel_transportation,super_business];[Travel|Airport|Heliports]
major_airports;[travel,airport,major_airports];[not_available];[Travel|Airport|Major airports]
seaplane_bases;[travel,airport,seaplane_bases];[seaplanebase,transportation_terminal,travel_transportation,super_business];[Travel|Airport|Seaplane bases]
ultralight_airports;[travel,airport,ultralight_airports];[not_available];[Travel|Airport|Ultralight airports]
travel_services;[travel,travel_services];"[travel_agency,travel_company,travel_transportation,super_business];[travel_services,travel_transportation,super_business];[cruise_agency,travel_agency,travel_company,travel_transportation,super_business];[tourist_information,travel_services,travel_transportation,super_business]";[Travel|Travel services]
passport_and_visa_services;[travel,travel_services,passport_and_visa_services];[passport_visa_service,public_services_government,super_business];[Travel|Travel services|Passport & visa services]
visa_agent;[travel,travel_services,passport_and_visa_services,visa_agent];[not_available];[Travel|Travel services|Passport & visa services|Visa agent]
travel_agents;[travel,travel_services,travel_agents];[not_available];[Travel|Travel services|Travel agents]
sightseeing_tour_agency;[travel,travel_services,travel_agents,sightseeing_tour_agency];[sightseeing_tour_agency,topic_tours_sightseeing,travel_company,travel_transportation,super_business];[Travel|Travel services|Travel agents|Sightseeing tour agency]
luggage_storage;[travel,travel_services,luggage_storage];[not_available];[Travel|Travel services|Luggage storage]
visitor_center;[travel,travel_services,visitor_center];[not_available];[Travel|Travel services|Visitor center]
road_structures_and_services;[travel,road_structures_and_services];[not_available];[Travel|Road structures & services]
rest_areas;[travel,road_structures_and_services,rest_areas];[not_available];[Travel|Road structures & services|Rest areas]
toll_stations;[travel,road_structures_and_services,toll_stations];[not_available];[Travel|Road structures & services|Toll stations]
tours;[travel,tours];"[art_tour_agency,topic_tours_sightseeing,travel_company,travel_transportation,super_business];[eco_tours,topic_tours_sightseeing,travel_company,travel_transportation,super_business];[topic_tours_sightseeing,travel_company,travel_transportation,super_business];[tour_guide,topic_tours_sightseeing,travel_company,travel_transportation,super_business]";[Travel|Tours]
aerial_tours;[travel,tours,aerial_tours];[not_available];[Travel|Tours|Aerial tours]
architectural_tours;[travel,tours,architectural_tours];[architectural_tour_agency,topic_tours_sightseeing,travel_company,travel_transportation,super_business];[Travel|Tours|Architectural tours]
art_tours;[travel,tours,art_tours];[not_available];[Travel|Tours|Art tours]
beer_tours;[travel,tours,beer_tours];[not_available];[Travel|Tours|Beer tours]
bike_tours;[travel,tours,bike_tours];[not_available];[Travel|Tours|Bike tours]
boat_tours;[travel,tours,boat_tours];[boat_tour_agency,topic_tours_sightseeing,travel_company,travel_transportation,super_business];[Travel|Tours|Boat tours]
bus_tours;[travel,tours,bus_tours];[bus_tour_agency,topic_tours_sightseeing,travel_company,travel_transportation,super_business];[Travel|Tours|Bus tours]
cannabis_tour;[travel,tours,cannabis_tour];[not_available];[Travel|Tours|Cannabis tour]
food_tours;[travel,tours,food_tours];[food_tour_agency,topic_tours_sightseeing,travel_company,travel_transportation,super_business];[Travel|Tours|Food tours]
historical_tours;[travel,tours,historical_tours];[historical_tour_agency,topic_tours_sightseeing,travel_company,travel_transportation,super_business];[Travel|Tours|Historical tours]
scooter_tours;[travel,tours,scooter_tours];[not_available];[Travel|Tours|Scooter tours]
walking_tours;[travel,tours,walking_tours];[not_available];[Travel|Tours|Walking tours]
whale_watching_tours;[travel,tours,whale_watching_tours];[not_available];[Travel|Tours|Whale watching tours]
wine_tours;[travel,tours,wine_tours];[not_available];[Travel|Tours|Wine tours]
transportation;[travel,transportation];"[transit_stop,transportation_terminal,travel_transportation,super_business];[transportation_terminal,travel_transportation,super_business];[transportation_service,travel_transportation,super_business];[light_rail_station,train_station,transportation_terminal,travel_transportation,super_business];[subway_station,train_station,transportation_terminal,travel_transportation,super_business];[bus_line,travel_transportation,super_business];[cruise,travel_transportation,super_business]";[Travel|Transportation]
trains;[travel,transportation,trains];[not_available];[Travel|Transportation|Trains]
train_station;[travel,transportation,trains,train_station];"[railway_station,train_station,transportation_terminal,travel_transportation,super_business];[train_station,transportation_terminal,travel_transportation,super_business]";[Travel|Transportation|Trains|Train station]
airlines;[travel,transportation,airlines];[airline_industry_services,travel_transportation,super_business];[Travel|Transportation|Airlines]
airport_shuttles;[travel,transportation,airport_shuttles];[airport_shuttle,transportation_service,travel_transportation,super_business];[Travel|Transportation|Airport shuttles]
bicycle_sharing_location;[travel,transportation,bicycle_sharing_location];[not_available];[Travel|Transportation|Bicycle sharing location]
bike_parking;[travel,transportation,bike_parking];[not_available];[Travel|Transportation|Bike parking]
bike_sharing;[travel,transportation,bike_sharing];[not_available];[Travel|Transportation|Bike sharing]
bus_service;[travel,transportation,bus_service];[not_available];[Travel|Transportation|Bus service]
bus_station;[travel,transportation,bus_station];[bus_station,transportation_terminal,travel_transportation,super_business];[Travel|Transportation|Bus station]
cable_car_service;[travel,transportation,cable_car_service];[not_available];[Travel|Transportation|Cable car service]
car_sharing;[travel,transportation,car_sharing];0;[Automotive|Car share service]
coach_bus;[travel,transportation,coach_bus];[not_available];[Travel|Transportation|Coach bus]
ferry_service;[travel,transportation,ferry_service];[not_available];[Travel|Transportation|Ferry service]
light_rail_and_subway_stations;[travel,transportation,light_rail_and_subway_stations];[not_available];[Travel|Transportation|Light rail & subway stations]
limo_services;[travel,transportation,limo_services];[limo_service,transportation_service,travel_transportation,super_business];[Travel|Transportation|Limo services]
metro_station;[travel,transportation,metro_station];[not_available];[Travel|Transportation|Metro station]
motorcycle_parking;[travel,transportation,motorcycle_parking];[not_available];[Travel|Transportation|Motorcycle parking]
park_and_rides;[travel,transportation,park_and_rides];[not_available];[Travel|Transportation|Park & rides]
parking;[travel,transportation,parking];[parking,local_services,super_business];[Travel|Transportation|Parking]
pedicab_service;[travel,transportation,pedicab_service];[not_available];[Travel|Transportation|Pedicab service]
private_jet_charters;[travel,transportation,private_jet_charters];[not_available];[Travel|Transportation|Private jet charters]
public_transportation;[travel,transportation,public_transportation];[not_available];[Travel|Transportation|Public transportation]
ride_sharing;[travel,transportation,ride_sharing];[rideshare_service,transportation_service,travel_transportation,super_business];[not_available]
taxi_rank;[travel,transportation,taxi_rank];[not_available];[Travel|Transportation|Taxi rank]
taxi_service;[travel,transportation,taxi_service];[taxi,transportation_service,travel_transportation,super_business];[Travel|Transportation|Taxi service]
town_car_service;[travel,transportation,town_car_service];[not_available];[Travel|Transportation|Town car service]
transport_interchange;[travel,transportation,transport_interchange];[not_available];[Travel|Transportation|Transport interchange]
water_taxi;[travel,transportation,water_taxi];[not_available];[Travel|Transportation|Water taxi]
agriturismo;[travel,agriturismo];[not_available];[Travel|Agriturismo]
airline_ticket_agency;[travel,airline_ticket_agency];[not_available];[Travel|Airline ticket agency]
bus_ticket_agency;[travel,bus_ticket_agency];[not_available];[Travel|Bus ticket agency]
rental_service;[travel,rental_service];"[rental_shop,travel_transportation,super_business];[charter_buses,transportation_service,travel_transportation,super_business];[horsedrawn_vehicles,topic_tours_sightseeing,travel_company,travel_transportation,super_business];[pedicab_service,topic_tours_sightseeing,travel_company,travel_transportation,super_business];[private_plane_charter,transportation_service,travel_transportation,super_business];[school_transportation,transportation_service,travel_transportation,super_business];[rent_to_own_store,topic_shopping_retail,super_business]";[not_available]
car_rental_agency;[travel,rental_service,car_rental_agency];"[car_rental,rental_shop,travel_transportation,super_business];[exotic_car_rental,rental_shop,travel_transportation,super_business]";[Travel|Car rental agency]
motorcycle_rentals;[travel,rental_service,motorcycle_rentals];[scooter_rental,rental_shop,travel_transportation,super_business];[Travel|Motorcycle rentals]
rv_rentals;[travel,rental_service,rv_rentals];[rv_rental,rental_shop,travel_transportation,super_business];[Travel|RV rentals]
trailer_rentals;[travel,rental_service,trailer_rentals];[trailer_rental,rental_shop,travel_transportation,super_business];[Automotive|Trailer rental]
truck_rentals;[travel,rental_service,truck_rentals];[truck_rental,rental_shop,travel_transportation,super_business];[Automotive|Truck rental]
country_house;[travel,country_house];[not_available];[Travel|Country house]
houseboat;[travel,houseboat];[not_available];[Travel|Houseboat]
railway_ticket_agent;[travel,railway_ticket_agent];[not_available];[Travel|Railway ticket agent]
rest_stop;[travel,rest_stop];[not_available];[Travel|Rest stop]
ryokan;[travel,ryokan];[not_available];[Travel|Ryokan]
self_catering_accommodation;[travel,self_catering_accommodation];[not_available];[Travel|Self-catering accommodation]
ski_resort;[travel,ski_resort];[ski_resort,recreation_fitness_venue,topic_sports_recreation,super_business];[Travel|Ski resort]
vacation_rental_agents;[travel,vacation_rental_agents];[not_available];[Travel|Vacation rental agents]
mass_media;[mass_media];[media];[Mass media]
print_media;[mass_media,print_media];"[books_magazines,media];[article,books_magazines,media];[book,books_magazines,media];[book_genre,books_magazines,media];[book_series,books_magazines,media];[magazine,books_magazines,media];[topic_newspaper,books_magazines,media]";[Mass media|Print media]
media_critic;[mass_media,media_critic];[media_critic,person];[not_available]
movie_critic;[mass_media,media_critic,movie_critic];[movie_critic,media_critic,person];[not_available]
music_critic;[mass_media,media_critic,music_critic];[music_critic,media_critic,person];[not_available]
video_game_critic;[mass_media,media_critic,video_game_critic];[video_game_critic,media_critic,person];[not_available]
media_news_company;[mass_media,media_news_company];[media_news_company,super_business];[not_available]
media_agency;[mass_media,media_news_company,media_agency];[media_agency,advertising_marketing,super_business];[not_available]
radio_station;[mass_media,media_news_company,radio_station];[radio_station,media_news_company,super_business];[Mass media|Radio station]
television_station;[mass_media,media_news_company,television_station];[not_available];[Mass media|Television station]
weather_forecast_services;[mass_media,media_news_company,weather_forecast_services];[not_available];[Mass media|Weather forecast services]
animation_studio;[mass_media,media_news_company,animation_studio];[animation_studio,media_news_company,super_business];[not_available]
book_magazine_distribution;[mass_media,media_news_company,book_magazine_distribution];[book_magazine_distribution,media_news_company,super_business];[not_available]
broadcasting_media_production;[mass_media,media_news_company,broadcasting_media_production];[broadcasting_media_production,media_news_company,super_business];[not_available]
game_publisher;[mass_media,media_news_company,game_publisher];[game_publisher,media_news_company,super_business];[not_available]
movie_television_studio;[mass_media,media_news_company,movie_television_studio];[movie_television_studio,media_news_company,super_business];[not_available]
music_production;[mass_media,media_news_company,music_production];[music_production,media_news_company,super_business];[not_available]
topic_publisher;[mass_media,media_news_company,topic_publisher];[topic_publisher,media_news_company,super_business];[not_available]
social_media_company;[mass_media,media_news_company,social_media_company];[social_media_company,media_news_company,super_business];[not_available]
media_news_website;[mass_media,media_news_website];[news_site,website,brand,topic_other];[not_available]
media_restoration_service;[mass_media,media_restoration_service];[media_restoration_service,media];[not_available]
art_restoration;[mass_media,media_restoration_service,art_restoration];[art_restoration,media_restoration_service,media];[not_available]
theatrical_productions;[mass_media,treatrical_productions];[theatrical_productions,media];[not_available]
home_service;[home_service];"[home_services,local_services,super_business];[babysitter,home_services,local_services,super_business];[child_care,home_services,local_services,super_business];[maid_butler,home_services,local_services,super_business]";[Home service]
ceiling_and_roofing_repair_and_service;[home_service,ceiling_and_roofing_repair_and_service];[not_available];[Home service|Ceiling & roofing repair & service]
ceiling_service;[home_service,ceiling_and_roofing_repair_and_service,ceiling_service];[not_available];[Home service|Ceiling & roofing repair & service|Ceiling service]
roofing;[home_service,ceiling_and_roofing_repair_and_service,roofing];[roofer,topic_home_improvement,local_services,super_business];[Home service|Ceiling & roofing repair & service|Roofing]
chimney_service;[home_service,chimney_service];[not_available];[Home service|Chimney service]
chimney_sweep;[home_service,chimney_service,chimney_sweep];[chimney_sweeper,topic_home_improvement,local_services,super_business];[Home service|Chimney service|Chimney sweep]
contractor;[home_service,contractor];"[contractor,topic_home_improvement,local_services,super_business];[kitchen_bath_contractor,topic_home_improvement,local_services,super_business];[concrete_contractor,topic_home_improvement,local_services,super_business]";[Home service|Contractor]
altering_and_remodeling_contractor;[home_service,contractor,altering_and_remodeling_contractor];[not_available];[Home service|Contractor|Altering & remodeling contractor]
building_contractor;[home_service,contractor,building_contractor];[not_available];[Home service|Contractor|Building contractor]
flooring_contractors;[home_service,contractor,flooring_contractors];[not_available];[Home service|Contractor|Flooring contractors]
paving_contractor;[home_service,contractor,paving_contractor];[paving_asphalt_service,topic_home_improvement,local_services,super_business];[Home service|Contractor|Paving contractor]
damage_restoration;[home_service,damage_restoration];[damage_restoration_service,topic_home_improvement,local_services,super_business];[Home service|Damage restoration]
fire_and_water_damage_restoration;[home_service,damage_restoration,fire_and_water_damage_restoration];[not_available];[Home service|Damage restoration|Fire & water damage restoration]
artificial_turf;[home_service,artificial_turf];[not_available];[Home service|Artificial turf]
bathroom_remodeling;[home_service,bathroom_remodeling];[not_available];[Home service|Bathroom remodeling]
bathtub_and_sink_repairs;[home_service,bathtub_and_sink_repairs];[not_available];[Home service|Bathtub & sink repairs]
cabinet_sales_service;[home_service,cabinet_sales_service];[not_available];[Home service|Cabinet sales/service]
carpenter;[home_service,carpenter];[carpenter,topic_home_improvement,local_services,super_business];[Home service|Carpenter]
carpet_cleaning;[home_service,carpet_cleaning];[carpet_cleaner,topic_home_improvement,local_services,super_business];[Home service|Carpet cleaning]
carpet_installation;[home_service,carpet_installation];[not_available];[Home service|Carpet installation]
childproofing;[home_service,childproofing];[not_available];[Home service|Childproofing]
closet_remodeling;[home_service,closet_remodeling];[not_available];[Home service|Closet remodeling]
countertop_installation;[home_service,countertop_installation];[cabinets_countertops,home_garden_store,topic_shopping_retail,super_business];[Home service|Countertop installation]
deck_and_railing_sales_service;[home_service,deck_and_railing_sales_service];[not_available];[Home service|Deck & railing sales/service]
demolition_service;[home_service,demolition_service];[not_available];[Home service|Demolition service]
door_sales_service;[home_service,door_sales_service];[not_available];[Home service|Door sales/service]
drywall_services;[home_service,drywall_services];[not_available];[Home service|Drywall services]
electrician;[home_service,electrician];[electrician,topic_home_improvement,local_services,super_business];[Home service|Electrician]
excavation_service;[home_service,excavation_service];[excavation_wrecking,topic_home_improvement,local_services,super_business];[Home service|Excavation service]
exterior_design;[home_service,exterior_design];[not_available];[Home service|Exterior design]
fence_and_gate_sales_service;[home_service,fence_and_gate_sales_service];[fence_gate_contractor,topic_home_improvement,local_services,super_business];[Home service|Fence & gate sales/service]
fire_protection_service;[home_service,fire_protection_service];[fire_protection,topic_home_improvement,local_services,super_business];[Home service|Fire protection service]
fireplace_service;[home_service,fireplace_service];[fireplaces,home_garden_store,topic_shopping_retail,super_business];[Home service|Fireplace service]
firewood;[home_service,firewood];[not_available];[Home service|Firewood]
foundation_repair;[home_service,foundation_repair];[not_available];[Home service|Foundation repair]
furniture_assembly;[home_service,furniture_assembly];[furniture_repair,topic_home_improvement,local_services,super_business];[Home service|Furniture assembly]
garage_door_service;[home_service,garage_door_service];[garage_door_services,topic_home_improvement,local_services,super_business];[Home service|Garage door service]
glass_and_mirror_sales_service;[home_service,glass_and_mirror_sales_service];"[glass_service,topic_home_improvement,local_services,super_business];[glass_mirror_shop,topic_shopping_retail,super_business]";[Home service|Glass & mirror sales/service]
grout_service;[home_service,grout_service];[not_available];[Home service|Grout service]
gutter_service;[home_service,gutter_service];[gutter_cleaning_service,topic_home_improvement,local_services,super_business];[Home service|Gutter service]
handyman;[home_service,handyman];[handyman,topic_home_improvement,local_services,super_business];[Home service|Handyman]
holiday_decorating;[home_service,holiday_decorating];[not_available];[Home service|Holiday decorating]
home_automation;[home_service,home_automation];[not_available];[Home service|Home automation]
home_cleaning;[home_service,home_cleaning];[cleaning_service,home_services,local_services,super_business];[Home service|Home cleaning]
home_energy_auditor;[home_service,home_energy_auditor];[not_available];[Home service|Home energy auditor]
home_inspector;[home_service,home_inspector];[home_inspection,topic_real_estate,super_business];[Home service|Home inspector]
home_network_installation;[home_service,home_network_installation];[not_available];[Home service|Home network installation]
home_security;[home_service,home_security];[home_security,topic_home_improvement,local_services,super_business];[Home service|Home security]
home_window_tinting;[home_service,home_window_tinting];[not_available];[Home service|Home window tinting]
house_sitting;[home_service,house_sitting];[house_sitter,home_services,local_services,super_business];[Home service|House sitting]
hvac_services;[home_service,hvac_services];[heating_ventilating_air_conditioning,appliance_repair_service,topic_home_improvement,local_services,super_business];[Home service|HVAC services]
insulation_installation;[home_service,insulation_installation];[not_available];[Home service|Insulation installation]
interior_design;[home_service,interior_design];[interior_designer,topic_home_improvement,local_services,super_business];[Home service|Interior design]
irrigation;[home_service,irrigation];[not_available];[Home service|Irrigation]
key_and_locksmith;[home_service,key_and_locksmith];[locksmith,local_services,super_business];[Home service|Key & locksmith]
kitchen_remodeling;[home_service,kitchen_remodeling];[not_available];[Home service|Kitchen remodeling]
lighting_fixtures_and_equipment;[home_service,lighting_fixtures_and_equipment];[not_available];[Home service|Lighting fixtures & equipment]
masonry_concrete;[home_service,masonry_concrete];[masonry,topic_home_improvement,local_services,super_business];[Home service|Masonry/concrete]
mobile_home_repair;[home_service,mobile_home_repair];[not_available];[Home service|Mobile home repair]
movers;[home_service,movers];"[mover_storage_service,local_services,super_business];[mover,storage_service,local_services,super_business]";[Home service|Movers]
packing_services;[home_service,packing_services];[not_available];[Home service|Packing services]
