Category code;Overture Taxonomy;Meta Taxonomy;MSFT Taxonomy
gay_bar;[eat_and_drink,bar,gay_bar];[gay_bar,topic_bar,food_beverage,super_business];[Restaurant|Bar|Gay bar]
hookah_bar;[eat_and_drink,bar,hookah_bar];[hookah_lounge,topic_bar,food_beverage,super_business];[Restaurant|Bar|Hookah bar]
hotel_bar;[eat_and_drink,bar,hotel_bar];[hotel_bar,topic_bar,food_beverage,super_business];[not_available]
irish_pub;[eat_and_drink,bar,irish_pub];[irish_pub,topic_bar,food_beverage,super_business];[Restaurant|Bar|Irish pub]
kombucha;[eat_and_drink,bar,kombucha];[not_available];[Restaurant|Kombucha]
lounge;[eat_and_drink,bar,lounge];[lounge,topic_bar,food_beverage,super_business];[Restaurant|Bar|Lounge]
milk_bar;[eat_and_drink,bar,milk_bar];[not_available];[Restaurant|Milk bar]
milkshake_bar;[eat_and_drink,bar,milkshake_bar];[not_available];[Restaurant|Milkshake bar]
pub;[eat_and_drink,bar,pub];[pub,topic_bar,food_beverage,super_business];"[Restaurant|Bar|Pub];[Restaurant|Pub food];[Restaurant|Brewery|Brewpub]"
sake_bar;[eat_and_drink,bar,sake_bar];[sake_bar,topic_bar,food_beverage,super_business];[not_available]
speakeasy;[eat_and_drink,bar,speakeasy];[speakeasy,topic_bar,food_beverage,super_business];[Restaurant|Bar|Speakeasy]
sports_bar;[eat_and_drink,bar,sports_bar];[sports_bar,topic_bar,food_beverage,super_business];[Restaurant|Bar|Sports bar]
sugar_shack;[eat_and_drink,bar,sugar_shack];[not_available];[Restaurant|Sugar shack]
tabac;[eat_and_drink,bar,tabac];[not_available];[Restaurant|Bar|Tabac]
tiki_bar;[eat_and_drink,bar,tiki_bar];[tiki_bar,topic_bar,food_beverage,super_business];[Restaurant|Bar|Tiki bar]
vermouth_bar;[eat_and_drink,bar,vermouth_bar];[not_available];[Restaurant|Bar|Vermouth bar]
whiskey_bar;[eat_and_drink,bar,whiskey_bar];[whisky_bar,topic_bar,food_beverage,super_business];[Restaurant|Bar|Whiskey bar]
wine_bar;[eat_and_drink,bar,wine_bar];[wine_bar,topic_bar,food_beverage,super_business];[Restaurant|Bar|Wine bar]
smoothie_juice_bar;[eat_and_drink,bar,smoothie_juice_bar];[smoothie_juice_bar,food_beverage,super_business];[Restaurant|Juice/smoothie bar]
piano_bar;[eat_and_drink,bar,piano_bar];[not_available];[Restaurant|Piano bar]
cafe;[eat_and_drink,cafe];[cafe,food_beverage,super_business];"[Restaurant|Cafe];[Restaurant|Cafe|Themed cafe]"
coffee_roastery;[eat_and_drink,cafe,coffee_roastery];[not_available];[Restaurant|Coffee roastery]
tea_room;[eat_and_drink,cafe,tea_room];[tea_room,cafe,food_beverage,super_business];[Restaurant|Tea room]
coffee_shop;[eat_and_drink,cafe,coffee_shop];[coffee_shop,cafe,food_beverage,super_business];[Restaurant|Coffee & tea]
accommodation;[accommodation];"[hotel_lodging,super_business];[dorm,residence_other,super_non_businessplace];[residence_other,super_non_businessplace];[home,residence_other,super_non_businessplace]";[Accommodation]
bed_and_breakfast;[accommodation,bed_and_breakfast];[bed_and_breakfast,hotel_lodging,super_business];[Accommodation|Bed & breakfast]
cabin;[accommodation,cabin];[cabin,hotel_lodging,super_business];[Accommodation|Cabin]
campground;[accommodation,campground];[campground,hotel_lodging,super_business];[Travel|Campground]
cottage;[accommodation,cottage];[cottage,hotel_lodging,super_business];[not_available]
guest_house;[accommodation,guest_house];[not_available];[Accommodation|Guest house]
health_retreats;[accommodation,health_retreats];[not_available];[Accommodation|Health retreats]
holiday_rental_home;[accommodation,holiday_rental_home];[vacation_home_rental,hotel_lodging,super_business];[Vacation rentals]
hostel;[accommodation,hostel];[hostel,hotel_lodging,super_business];[Accommodation|Hostel]
hotel;[accommodation,hotel];[topic_hotel,hotel_lodging,super_business];[Accommodation|Hotel]
inn;[accommodation,inn];[inn,hotel_lodging,super_business];[Accommodation|Inn]
lodge;[accommodation,lodge];[lodge,hotel_lodging,super_business];[Accommodation|Lodge]
motel;[accommodation,motel];[motel,hotel_lodging,super_business];[Accommodation|Motel]
mountain_huts;[accommodation,mountain_huts];[not_available];[Accommodation|Mountain huts]
resort;[accommodation,resort];[resort,topic_hotel,hotel_lodging,super_business];[Accommodation|Resort]
beach_resort;[accommodation,resort,beach_resort];[beach_resort,topic_hotel,hotel_lodging,super_business];[not_available]
rv_park;[accommodation,rv_park];[rv_park,hotel_lodging,super_business];[Travel|RV parks]
service_apartments;[accommodation,service_apartments];[service_apartments,hotel_lodging,super_business];[not_available]
automotive;[automotive];[topic_automotive,super_business];[Automotive]
automotive_dealer;[automotive,automotive_dealer];"[automotive_dealership,topic_automotive,super_business];[automotive_wholesaler,automotive_dealership,topic_automotive,super_business];[electric_vehicle_dealership,car_dealership,automotive_dealership,topic_automotive,super_business];[performance_vehicle_dealership,car_dealership,automotive_dealership,topic_automotive,super_business];[automotive_store,topic_automotive,super_business]";[not_available]
car_buyer;[automotive,car_buyer];[not_available];[Automotive|Car buyer]
car_dealer;[automotive,automotive_dealer,car_dealer];"[car_dealership,automotive_dealership,topic_automotive,super_business];[car_dealer_can_receive_leads,car_dealership,automotive_dealership,topic_automotive,super_business];[new_vehicles,car_dealer_can_receive_leads,car_dealership,automotive_dealership,topic_automotive,super_business];[atv_dealer,automotive_dealership,topic_automotive,super_business]";"[Automotive|Car dealer];[Automotive|Car dealer|Alfa romeo dealer];[Automotive|Car dealer|Aston martin dealer];[Automotive|Car dealer|Audi dealer];[Automotive|Car dealer|Bentley dealer];[Automotive|Car dealer|BMW dealer];[Automotive|Car dealer|Bugatti dealer];[Automotive|Car dealer|Buick dealer];[Automotive|Car dealer|Cadillac dealer];[Automotive|Car dealer|Chevrolet dealer];[Automotive|Car dealer|Chrysler dealer];[Automotive|Car dealer|Citroen dealer];[Automotive|Car dealer|Corvette dealer];[Automotive|Car dealer|Dacia dealer];[Automotive|Car dealer|DAF dealer];[Automotive|Car dealer|Dodge dealer];[Automotive|Car dealer|Ferrari dealer];[Automotive|Car dealer|Fiat dealer];[Automotive|Car dealer|Ford dealer];[Automotive|Car dealer|GMC dealer];[Automotive|Car dealer|Honda dealer];[Automotive|Car dealer|Hummer dealer];[Automotive|Car dealer|Hyundai dealer];[Automotive|Car dealer|Jaguar dealer];[Automotive|Car dealer|Jeep dealer];[Automotive|Car dealer|KIA dealer];[Automotive|Car dealer|Koenigsegg dealer];[Automotive|Car dealer|Lamborghini dealer];[Automotive|Car dealer|Land rover dealer];[Automotive|Car dealer|Lexus dealer];[Automotive|Car dealer|Lincoln dealer];[Automotive|Car dealer|Lotus dealer];[Automotive|Car dealer|Maserati dealer];[Automotive|Car dealer|Maybach dealer];[Automotive|Car dealer|Mazda dealer];[Automotive|Car dealer|McLaren dealer];[Automotive|Car dealer|Mercedes-Benz dealer];[Automotive|Car dealer|Mini dealer];[Automotive|Car dealer|Mitsubishi dealer];[Automotive|Car dealer|Nissan dealer];[Automotive|Car dealer|Peugeot dealer];[Automotive|Car dealer|Porsche dealer];[Automotive|Car dealer|Renault dealer];[Automotive|Car dealer|Rolls-Royce dealer];[Automotive|Car dealer|Seat dealer];[Automotive|Car dealer|Skoda dealer];[Automotive|Car dealer|Smart dealer];[Automotive|Car dealer|Subaru dealer];[Automotive|Car dealer|Suzuki dealer];[Automotive|Car dealer|Tesla dealer];[Automotive|Car dealer|Toyota dealer];[Automotive|Car dealer|Volkswagen dealer];[Automotive|Car dealer|Volvo dealer]"
commercial_vehicle_dealer;[automotive,automotive_dealer,commercial_vehicle_dealer];[commercial_vehicle_dealership,car_dealership,automotive_dealership,topic_automotive,super_business];[not_available]
golf_cart_dealer;[automotive,automotive_dealer,golf_cart_dealer];[golf_cart_dealer,automotive_dealership,topic_automotive,super_business];[Retail|Golf cart dealer]
motorcycle_dealer;[automotive,automotive_dealer,motorcycle_dealer];[motorcycles,automotive_dealership,topic_automotive,super_business];"[Automotive|Motorcycle dealer];[Automotive|Custom motorcycles];[Automotive|Two wheeler dealer]"
motorsport_vehicle_dealer;[automotive,automotive_dealer,motorsport_vehicle_dealer];[not_available];[Automotive|Motorsport vehicle dealer]
recreational_vehicle_dealer;[automotive,automotive_dealer,recreational_vehicle_dealer];[recreational_vehicle_dealer,automotive_dealership,topic_automotive,super_business];[Automotive|RV dealer]
scooter_dealers;[automotive,automotive_dealer,scooter_dealers];[not_available];[Automotive|Scooter dealers]
trailer_dealer;[automotive,automotive_dealer,trailer_dealer];[trailer_dearlership,automotive_dealership,topic_automotive,super_business];[Automotive|Trailer dealer]
truck_dealer;[automotive,automotive_dealer,truck_dealer];[commercial_truck_dealer,automotive_dealership,topic_automotive,super_business];[Automotive|Commercial truck dealer]
used_car_dealer;[automotive,automotive_dealer,used_car_dealer];[used_vehicles,car_dealer_can_receive_leads,car_dealership,automotive_dealership,topic_automotive,super_business];[Automotive|Used car dealer]
automotive_services_and_repair;[automotive,automotive_services_and_repair];"[automotive_services,topic_automotive,super_business];[automotive_repair,topic_automotive,super_business]";"[Automotive|Auto repair];[Automotive|Auto service station]"
auto_body_shop;[automotive,automotive_services_and_repair,auto_body_shop];[auto_body_shop,automotive_services,topic_automotive,super_business];[Automotive|Body shop]
auto_customization;[automotive,automotive_services_and_repair,auto_customization];[automotive_customizing,automotive_services,topic_automotive,super_business];[Automotive|Auto customization]
auto_detailing;[automotive,automotive_services_and_repair,auto_detailing];[auto_detailing_service,automotive_services,topic_automotive,super_business];[Automotive|Auto detailing]
auto_electrical_repair;[automotive,automotive_services_and_repair,auto_electrical_repair];[not_available];[Automotive|Auto repair|Auto electrical repair]
auto_glass_service;[automotive,automotive_services_and_repair,auto_glass_service];[auto_glass,automotive_services,topic_automotive,super_business];[Automotive|Auto glass service]
car_window_tinting;[automotive,automotive_services_and_repair,auto_glass_service,car_window_tinting];[window_tinting_service,automotive_services,topic_automotive,super_business];[Automotive|Auto glass service|Car window tinting]
auto_restoration_services;[automotive,automotive_services_and_repair,auto_restoration_services];[automotive_restoration,automotive_services,topic_automotive,super_business];[Automotive|Auto repair|Auto restoration services]
auto_security;[automotive,automotive_services_and_repair,auto_security];[not_available];[Automotive|Auto security]
automobile_registration_service;[automotive,automotive_services_and_repair,automobile_registration_service];[automotive_registration_center,public_services_government,super_business];[Automotive|Automobile registration service]
automotive_consultant;[automotive,automotive_services_and_repair,automotive_consultant];[automotive_consultant,automotive_services,topic_automotive,super_business];[not_available]
automotive_storage_facility;[automotive,automotive_services_and_repair,automotive_storage_facility];[automotive_storage,automotive_services,topic_automotive,super_business];[not_available]
brake_service_and_repair;[automotive,automotive_services_and_repair,brake_service_and_repair];[not_available];[Automotive|Auto repair|Brake service & repair]
car_inspector;[automotive,automotive_services_and_repair,car_inspection];[not_available];[Automotive|Car inspector]
car_stereo_installation;[automotive,automotive_services_and_repair,car_stereo_installation];[not_available];[Automotive|Car stereo installation]
car_wash;[automotive,automotive_services_and_repair,car_wash];[car_wash_detailing,automotive_services,topic_automotive,super_business];[Automotive|Car wash]
diy_auto_shop;[automotive,automotive_services_and_repair,diy_auto_shop];[not_available];[Automotive|Auto repair|DIY auto shop]
emissions_inspection;[automotive,automotive_services_and_repair,emissions_inspection];[emissions_inspection,automotive_services,topic_automotive,super_business];[Automotive|Smog check station]
engine_repair_service;[automotive,automotive_services_and_repair,engine_repair_service];[not_available];[Automotive|Auto repair|Engine repair service]
exhaust_and_muffler_repair;[automotive,automotive_services_and_repair,exhaust_and_muffler_repair];[not_available];[Automotive|Auto repair|Exhaust & muffler repair]
hybrid_car_repair;[automotive,automotive_services_and_repair,hybrid_car_repair];[not_available];[Automotive|Auto repair|Hybrid car repair]
motorcycle_repair;[automotive,automotive_services_and_repair,motorcycle_repair];[motorcycle_repair,automotive_services,topic_automotive,super_business];[Automotive|Motorcycle repair]
motorsport_vehicle_repair;[automotive,motorsport_vehicle_repair];[not_available];[Automotive|Motorsport vehicle repair]
oil_change_station;[automotive,automotive_services_and_repair,oil_change_station];"[oil_change_station,automotive_services,topic_automotive,super_business];[oil_lube_filter_service,automotive_services,topic_automotive,super_business]";[Automotive|Oil change station]
recreation_vehicle_repair;[automotive,automotive_services_and_repair,recreation_vehicle_repair];[rv_repair,automotive_services,topic_automotive,super_business];[Automotive|RV repair]
roadside_assistance;[automotive,automotive_services_and_repair,roadside_assistance];[emergency_roadside_assistance,automotive_services,topic_automotive,super_business];[Automotive|Roadside assistance]
emergency_roadside_service;[automotive,automotive_services_and_repair,roadside_assistance,emergency_roadside_service];[emergency_roadside_service,automotive_services,topic_automotive,super_business];[not_available]
mobile_dent_repair;[automotive,automotive_services_and_repair,roadside_assistance,mobile_dent_repair];[not_available];[Automotive|Mobile dent repair]
tire_dealer_and_repair;[automotive,automotive_services_and_repair,tire_dealer_and_repair];[tire_dealer,automotive_services,topic_automotive,super_business];[not_available]
transmission_repair;[automotive,automotive_services_and_repair,transmission_repair];[not_available];[Automotive|Transmission repair]
towing_service;[automotive,automotive_services_and_repair,towing_service];[towing_service,automotive_services,topic_automotive,super_business];[Automotive|Towing]
trailer_repair;[automotive,automotive_services_and_repair,trailer_repair];[not_available];[Automotive|Trailer repair]
truck_repair;[automotive,automotive_services_and_repair,truck_repair];[truck_repair_shop,automotive_services,topic_automotive,super_business];[Automotive|Commercial truck repair]
auto_upholstery;[automotive,automotive_services_and_repair,auto_upholstery];[not_available];[Automotive|Auto upholstery]
vehicle_wrap;[automotive,automotive_services_and_repair,vehicle_wrap];[not_available];[Automotive|Vehicle wrap]
vehicle_shipping;[automotive,automotive_services_and_repair,vehicle_shipping];[automotive_shipping_service,automotive_services,topic_automotive,super_business];[Automotive|Vehicle shipping]
wheel_and_rim_repair;[automotive,automotive_services_and_repair,wheel_and_rim_repair];[wheel_rim_repair_shop,automotive_services,topic_automotive,super_business];[Automotive|Wheel & rim repair]
automotive_wheel_polishing_service;[automotive,automotive_services_and_repair,automotive_wheel_polishing_service];[automotive_wheel_polishing_service,automotive_services,topic_automotive,super_business];[not_available]
windshield_installation_and_repair;[automotive,automotive_services_and_repair,windshield_installation_and_repair];[not_available];[Automotive|Windshield installation & repair]
automotive_parts_and_accessories;[automotive,automotive_parts_and_accessories];[automotive_parts_accessories,automotive_store,topic_automotive,super_business];[Business to business|Business manufacturing & supply|B2B autos & vehicles|B2B auto parts]
recreational_vehicle_parts_and_accessories;[automotive,automotive_parts_and_accessories,recreational_vehicle_parts_and_accessories];[not_available];[Automotive|RV parts & accessories stores]
car_stereo_store;[automotive,automotive_parts_and_accessories,car_stereo_store];[car_stereo_store,automotive_store,topic_automotive,super_business];[not_available]
motorcycle_gear;[automotive,automotive_parts_and_accessories,motorcycle_gear];[not_available];[Automotive|Motorcycle gear]
motorsports_store;[automotive,automotive_parts_and_accessories,motorsports_store];[motorsports_store,automotive_store,topic_automotive,super_business];[not_available]
interlock_system;[automotive,automotive_parts_and_accessories,interlock_system];[not_available];[Automotive|Interlock system]
aircraft_dealer;[automotive,aircraft_dealer];[aircraft_dealership,automotive_dealership,topic_automotive,super_business];[Automotive|Aircraft dealer]
aircraft_repair;[automotive,aircraft_services_and_repair];[aviation_repair_station,topic_automotive,super_business];"[Automotive|Aircraft repair];[Automotive|Aviation services]"
aircraft_parts_and_supplies;[automotive,aircraft_parts_and_supplies];[not_available];[Automotive|Aircraft parts & supplies]
avionics_shop;[automotive,aircraft_parts_and_supplies,avionics_shop];[avionics_shop,topic_automotive,super_business];[not_available]
boat_dealer;[automotive,boat_dealer];[boat_dealer,automotive_dealership,topic_automotive,super_business];[Automotive|Boat dealer]
boat_service_and_repair;[automotive,boat_service_and_repair];"[boat_service,automotive_services,topic_automotive,super_business];[marine_service_station,automotive_services,topic_automotive,super_business]";"[Automotive|Boat repair];[Automotive|Shipbuilding and repair company]"
boat_parts_and_accessories;[automotive,boat_parts_and_accessories];[marine_equipment,automotive_store,topic_automotive,super_business];[not_available]
gas_station;[automotive,gas_station];[gas_station,automotive_services,topic_automotive,super_business];[Automotive|Gas station]
truck_gas_station;[automotive,gas_station,truck_gas_station];[not_available];[Automotive|Gas station|Truck stops]
fuel_dock;[automotive,gas_station,fuel_dock];[not_available];[Automotive|Fuel dock]
ev_charging_station;[automotive,electric_vehicle_charging_station];[not_available];[Automotive|EV charging station]
truck_stop;[automotive,truck_stop];[not_available];[not_available]
automobile_leasing;[automotive,automobile_leasing];[automobile_leasing,automotive_services,topic_automotive,super_business];[not_available]
automotive_repair;[automotive,automotive_repair];[automotive_repair,automotive_services,topic_automotive,super_business];[not_available]
auto_company;[automotive,auto_company];[auto_company,topic_automotive,super_business];[not_available]
motorcycle_manufacturer;[automotive,motorcycle_manufacturer];[motorcycle_manufacturer,auto_company,topic_automotive,super_business];[not_available]
arts_and_entertainment;[arts_and_entertainment];[topic_arts_entertainment,super_business];[Arts & entertainment]
adult_entertainment;[arts_and_entertainment,adult_entertainment];"[adult_entertainment_club,topic_arts_entertainment,super_business];[adult_entertainment,party_center,local_services,super_business]";[Arts & entertainment|Adult entertainment]
erotic_massage;[arts_and_entertainment,adult_entertainment,erotic_massage];[not_available];[Arts & entertainment|Adult entertainment|Erotic massage]
strip_club;[arts_and_entertainment,adult_entertainment,strip_club];[not_available];[Arts & entertainment|Adult entertainment|Strip club]
striptease_dancer;[arts_and_entertainment,adult_entertainment,striptease_dancer];[not_available];[Arts & entertainment|Adult entertainment|Striptease dancer]
arcade;[arts_and_entertainment,arcade];[arcade,topic_arts_entertainment,super_business];[Arts & entertainment|Arcade]
auditorium;[arts_and_entertainment,auditorium];[auditorium,topic_concert_venue,topic_arts_entertainment,super_business];[not_available]
bar_crawl;[arts_and_entertainment,bar_crawl];[not_available];[Arts & entertainment|Bar crawl]
betting_center;[arts_and_entertainment,betting_center];[betting_shop,topic_arts_entertainment,super_business];[Arts & entertainment|Betting center]
bingo_hall;[arts_and_entertainment,bingo_hall];[bingo_hall,topic_arts_entertainment,super_business];[Arts & entertainment|Bingo hall]
bookmakers;[arts_and_entertainment,bookmakers];[not_available];[Arts & entertainment|Bookmakers]
cabaret;[arts_and_entertainment,cabaret];[not_available];[Arts & entertainment|Cabaret]
carousel;[arts_and_entertainment,carousel];[not_available];[Arts & entertainment|Carousel]
casino;[arts_and_entertainment,casino];[casino,topic_arts_entertainment,super_business];[Arts & entertainment|Casino]
chamber_of_handicraft;[arts_and_entertainment,chamber_of_handicraft];[not_available];[Arts & entertainment|Chamber of handicraft]
choir;[arts_and_entertainment,choir];[choir,music_general,media];[Arts & entertainment|Choir]
circus;[arts_and_entertainment,circus];[circus,topic_arts_entertainment,super_business];[not_available]
club_crawl;[arts_and_entertainment,club_crawl];[not_available];[Arts & entertainment|Club crawl]
comedy_club;[arts_and_entertainment,comedy_club];[comedy_club,topic_concert_venue,topic_arts_entertainment,super_business];[Arts & entertainment|Comedy club]
topic_concert_venue;[arts_and_entertainment,topic_concert_venue];[topic_concert_venue,topic_arts_entertainment,super_business];[not_available]
country_club;[arts_and_entertainment,country_club];[not_available];[Arts & entertainment|Country club]
country_dance_hall;[arts_and_entertainment,country_dance_hall];[not_available];[Arts & entertainment|Country dance hall]
dance_club;[arts_and_entertainment,dance_club];[night_club,topic_arts_entertainment,super_business];[Arts & entertainment|Dance club]
dinner_theater;[arts_and_entertainment,dinner_theater];[not_available];[Arts & entertainment|Dinner theater]
eatertainment;[arts_and_entertainment,eatertainment];[not_available];[Arts & entertainment|Eatertainment]
escape_rooms;[arts_and_entertainment,escape_rooms];[escape_game_room,topic_arts_entertainment,super_business];[Arts & entertainment|Escape rooms]
exhibition_and_trade_center;[arts_and_entertainment,exhibition_and_trade_center];[not_available];[Arts & entertainment|Exhibition and trade center]
glass_blowing;[arts_and_entertainment,glass_blowing];[glass_blower,local_services,super_business];[Arts & entertainment|Glass blowing]
indoor_playcenter;[arts_and_entertainment,indoor_playcenter];[not_available];[Arts & entertainment|Indoor playcenter]
internet_cafe;[arts_and_entertainment,internet_cafe];[internet_cafe,local_services,super_business];[Arts & entertainment|Internet cafe]
jazz_and_blues;[arts_and_entertainment,jazz_and_blues];[jazz_club,topic_concert_venue,topic_arts_entertainment,super_business];[Arts & entertainment|Jazz & blues]
karaoke;[arts_and_entertainment,karaoke];[karaoke,topic_arts_entertainment,super_business];[Arts & entertainment|Karaoke]
laser_tag;[arts_and_entertainment,laser_tag];[laser_tag,recreation_fitness_venue,topic_sports_recreation,super_business];[Arts & entertainment|Laser tag]
makerspace;[arts_and_entertainment,makerspace];[not_available];[Arts & entertainment|Makerspace]
marching_band;[arts_and_entertainment,marching_band];[not_available];[Arts & entertainment|Marching band]
music_venue;[arts_and_entertainment,music_venue];[live_music_venue,topic_concert_venue,topic_arts_entertainment,super_business];[Arts & entertainment|Music venue]
musical_band,_orchestras_and_symphonies;[arts_and_entertainment,musical_band,_orchestras_and_symphonies];[not_available];[Arts & entertainment|Musical band, orchestras & symphonies]
opera_and_ballet;[arts_and_entertainment,opera_and_ballet];[opera_house,topic_concert_venue,topic_arts_entertainment,super_business];[Arts & entertainment|Opera & ballet]
paint_and_sip;[arts_and_entertainment,paint_and_sip];[not_available];[Arts & entertainment|Paint & sip]
paintball;[arts_and_entertainment,paintball];[paintball,recreation_fitness_venue,topic_sports_recreation,super_business];[Arts & entertainment|Paintball]
performing_arts;[arts_and_entertainment,performing_arts];[performing_arts_education,school,education_company,super_business];[Arts & entertainment|Performing arts]
planetarium;[arts_and_entertainment,planetarium];[planetarium,science_museum,topic_museum,topic_arts_entertainment,super_business];[Arts & entertainment|Planetarium]
rodeo;[arts_and_entertainment,rodeo];[rodeo,recreation_fitness_venue,topic_sports_recreation,super_business];[Arts & entertainment|Rodeo]
salsa_club;[arts_and_entertainment,salsa_club];[salsa_club,topic_arts_entertainment,super_business];[not_available]
wildlife_sanctuary;[arts_and_entertainment,wildlife_sanctuary];[wildlife_sanctuary,zoo,topic_arts_entertainment,super_business];[not_available]
stadium_arena;[arts_and_entertainment,stadium_arena];[sports_venue_stadium,topic_sports_recreation,super_business];[Arts & entertainment|Stadium/arena]
baseball_stadium;[arts_and_entertainment,stadium_arena,baseball_stadium];[baseball_stadium,sports_venue_stadium,topic_sports_recreation,super_business];[not_available]
basketball_stadium;[arts_and_entertainment,stadium_arena,basketball_stadium];[basketball_stadium,sports_venue_stadium,topic_sports_recreation,super_business];[not_available]
cricket_ground;[arts_and_entertainment,stadium_arena,cricket_ground];[cricket_ground,sports_venue_stadium,topic_sports_recreation,super_business];[not_available]
football_stadium;[arts_and_entertainment,stadium_arena,football_stadium];[football_stadium,sports_venue_stadium,topic_sports_recreation,super_business];[not_available]
hockey_arena;[arts_and_entertainment,stadium_arena,hockey_arena];[hockey_arena,sports_venue_stadium,topic_sports_recreation,super_business];[not_available]
rugby_stadium;[arts_and_entertainment,stadium_arena,rugby_stadium];[rugby_stadium,sports_venue_stadium,topic_sports_recreation,super_business];[not_available]
soccer_stadium;[arts_and_entertainment,stadium_arena,soccer_stadium];[soccer_stadium,sports_venue_stadium,topic_sports_recreation,super_business];[not_available]
tennis_stadium;[arts_and_entertainment,stadium_arena,tennis_stadium];[tennis_stadium,sports_venue_stadium,topic_sports_recreation,super_business];[not_available]
track_stadium;[arts_and_entertainment,stadium_arena,track_stadium];[track_stadium,sports_venue_stadium,topic_sports_recreation,super_business];[not_available]
studio_taping;[arts_and_entertainment,studio_taping];[not_available];[Arts & entertainment|Studio taping]
theaters_and_performance_venues;[arts_and_entertainment,theaters_and_performance_venues];[amphitheater,topic_concert_venue,topic_arts_entertainment,super_business];[Arts & entertainment|Theaters & performance venues]
theatre;[arts_and_entertainment,theaters_and_performance_venues,theatre];[theatre,topic_concert_venue,topic_arts_entertainment,super_business];[not_available]
ticket_sales;[arts_and_entertainment,ticket_sales];[not_available];[Arts & entertainment|Ticket sales]
virtual_reality_center;[arts_and_entertainment,virtual_reality_center];[not_available];[Arts & entertainment|Virtual reality center]
water_park;[arts_and_entertainment,water_park];[water_park,amusement_park_ride,topic_arts_entertainment,super_business];[Arts & entertainment|Water park]
cinema;[arts_and_entertainment,cinema];[movie_theatre,topic_arts_entertainment,super_business];[Arts & entertainment|Cinema]
drive_in_theater;[arts_and_entertainment,cinema,drive_in_theater];[drivein_movie_theater,movie_theatre,topic_arts_entertainment,super_business];[Arts & entertainment|Cinema|Drive-In theater]
outdoor_movies;[arts_and_entertainment,cinema,outdoor_movies];[not_available];[Arts & entertainment|Cinema|Outdoor movies]
farm;[arts_and_entertainment,farm];[farm,agriculture,super_business];[Arts & entertainment|Farm]
attraction_farm;[arts_and_entertainment,farm,attraction_farm];[not_available];[Arts & entertainment|Farm|Attraction farm]
orchard;[arts_and_entertainment,farm,orchard];[not_available];[Arts & entertainment|Farm|Orchard]
pick_your_own_farm;[arts_and_entertainment,farm,pick_your_own_farm];[not_available];[Arts & entertainment|Farm|Pick your own farm]
poultry_farm;[arts_and_entertainment,farm,poultry_farm];[poultry_farm,farm,agriculture,super_business];[Arts & entertainment|Farm|Poultry farm]
ranch;[arts_and_entertainment,farm,ranch];[not_available];[Arts & entertainment|Farm|Ranch]
festival;[arts_and_entertainment,festival];[not_available];[Arts & entertainment|Festival]
fair;[arts_and_entertainment,festival,fair];[fairground,outdoor_places,super_non_businessplace];[Arts & entertainment|Festival|Fair]
film_festivals_and_organizations;[arts_and_entertainment,festival,film_festivals_and_organizations];[not_available];[Arts & entertainment|Festival|Film festivals & organizations]
general_festivals;[arts_and_entertainment,festival,general_festivals];[not_available];[Arts & entertainment|Festival|General festivals]
holiday_market;[arts_and_entertainment,festival,holiday_market];[not_available];[Arts & entertainment|Festival|Holiday market]
music_festivals_and_organizations;[arts_and_entertainment,festival,music_festivals_and_organizations];[not_available];[Arts & entertainment|Festival|Music festivals & organizations]
trade_fair;[arts_and_entertainment,festival,trade_fair];[not_available];[Arts & entertainment|Festival|Trade fair]
social_club;[arts_and_entertainment,social_club];[not_available];[Arts & entertainment|Social club]
fraternal_organization;[arts_and_entertainment,social_club,fraternal_organization];[not_available];[Arts & entertainment|Social club|Fraternal organization]
veterans_organization;[arts_and_entertainment,social_club,veterans_organization];[not_available];[Arts & entertainment|Social club|Veterans organization]
supernatural_reading;[arts_and_entertainment,supernatural_reading];[not_available];[Arts & entertainment|Supernatural reading]
astrologer;[arts_and_entertainment,supernatural_reading,astrologer];[astrologist,local_services,super_business];[Arts & entertainment|Supernatural reading|Astrologer]
mystic;[arts_and_entertainment,supernatural_reading,mystic];[not_available];[Arts & entertainment|Supernatural reading|Mystic]
psychic;[arts_and_entertainment,supernatural_reading,psychic];[psychic,local_services,super_business];[Arts & entertainment|Supernatural reading|Psychic]
psychic_medium;[arts_and_entertainment,supernatural_reading,psychic_medium];[not_available];[Arts & entertainment|Supernatural reading|Psychic medium]
attractions_and_activities;[attractions_and_activities];"[outdoor_places,super_non_businessplace];[field,park,outdoor_places,super_non_businessplace];[picnic_ground,park,outdoor_places,super_non_businessplace];[public_garden,outdoor_places,super_non_businessplace];[community_garden,public_garden,outdoor_places,super_non_businessplace];[rose_garden,public_garden,outdoor_places,super_non_businessplace]";[Attractions & activities]
amusement_park;[attractions_and_activities,amusement_park];[amusement_park_ride,topic_arts_entertainment,super_business];[Attractions & activities|Amusement park]
aquarium;[attractions_and_activities,aquarium];[aquarium,topic_arts_entertainment,super_business];[Attractions & activities|Aquarium]
architecture;[attractions_and_activities,architecture];[not_available];[Attractions & activities|Architecture]
art_gallery;[attractions_and_activities,art_gallery];[art_gallery,topic_arts_entertainment,super_business];[Attractions & activities|Art gallery]
atv_rentals_and_tours;[attractions_and_activities,atv_rentals_and_tours];[atv_rental_shop,rental_shop,travel_transportation,super_business];[Attractions & activities|ATV rentals/tours]
